route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id
5242_119680,92,5242_1514,Parnell,27.gf.93-GRN-y11-16.,1,5242_7778148_Txc105255,5242_14
5242_119680,91,5242_1518,Broombridge,65.MF-BH.93-GRN-y11-,1,5242_7778148_Txc105538,5242_12
5242_119680,91,5242_1519,Parnell,68.MF-BH.93-GRN-y11-,1,5242_7778148_Txc105550,5242_14
5242_119680,94,5242_1520,Broombridge,18.SuBH.93-GRN-y11-1,1,5242_7778148_Txc104944,5242_13
5242_119680,93,5242_1525,Broombridge,26.Sat.93-GRN-y11-16,1,5242_7778148_Txc105219,5242_12
5242_119680,92,5242_1526,Broombridge,26.gf.93-GRN-y11-16.,1,5242_7778148_Txc105221,5242_12
5242_119680,93,5242_153,Brides Glen,148.Sat.93-GRN-y11-1,0,5242_7778148_Txc104825,5242_1
5242_119680,93,5242_1530,Parnell,29.Sat.93-GRN-y11-16,1,5242_7778148_Txc105285,5242_14
5242_119680,92,5242_1531,Parnell,29.gf.93-GRN-y11-16.,1,5242_7778148_Txc105287,5242_14
5242_119680,91,5242_1532,Broombridge,69.MF-BH.93-GRN-y11-,1,5242_7778148_Txc105554,5242_13
5242_119680,91,5242_1536,Broombridge,67.MF-BH.93-GRN-y11-,1,5242_7778148_Txc105546,5242_12
5242_119680,94,5242_1537,Broombridge,19.SuBH.93-GRN-y11-1,1,5242_7778148_Txc104978,5242_13
5242_119680,91,5242_1538,Parnell,70.MF-BH.93-GRN-y11-,1,5242_7778148_Txc105562,5242_14
5242_119680,92,5242_154,Brides Glen,148.gf.93-GRN-y11-16,0,5242_7778148_Txc104827,5242_1
5242_119680,93,5242_1543,Broombridge,28.Sat.93-GRN-y11-16,1,5242_7778148_Txc105271,5242_12
5242_119680,92,5242_1544,Broombridge,28.gf.93-GRN-y11-16.,1,5242_7778148_Txc105273,5242_12
5242_119680,93,5242_1548,Parnell,31.Sat.93-GRN-y11-16,1,5242_7778148_Txc105317,5242_14
5242_119680,92,5242_1549,Parnell,31.gf.93-GRN-y11-16.,1,5242_7778148_Txc105319,5242_14
5242_119680,91,5242_155,Brides Glen,231.MF-BH.93-GRN-y11,0,5242_7778148_Txc105123,5242_5
5242_119680,94,5242_1553,Broombridge,20.SuBH.93-GRN-y11-1,1,5242_7778148_Txc105016,5242_13
5242_119680,91,5242_1554,Parnell,72.MF-BH.93-GRN-y11-,1,5242_7778148_Txc105570,5242_14
5242_119680,93,5242_1559,Broombridge,30.Sat.93-GRN-y11-16,1,5242_7778148_Txc105303,5242_12
5242_119680,92,5242_1560,Broombridge,30.gf.93-GRN-y11-16.,1,5242_7778148_Txc105305,5242_12
5242_119680,93,5242_1564,Parnell,33.Sat.93-GRN-y11-16,1,5242_7778148_Txc105345,5242_14
5242_119680,92,5242_1565,Parnell,33.gf.93-GRN-y11-16.,1,5242_7778148_Txc105347,5242_14
5242_119680,94,5242_1569,Broombridge,21.SuBH.93-GRN-y11-1,1,5242_7778148_Txc105050,5242_13
5242_119680,91,5242_1570,Broombridge,71.MF-BH.93-GRN-y11-,1,5242_7778148_Txc105566,5242_12
5242_119680,91,5242_1575,Parnell,74.MF-BH.93-GRN-y11-,1,5242_7778148_Txc105578,5242_14
5242_119680,93,5242_1576,Broombridge,32.Sat.93-GRN-y11-16,1,5242_7778148_Txc105331,5242_12
5242_119680,92,5242_1577,Broombridge,32.gf.93-GRN-y11-16.,1,5242_7778148_Txc105333,5242_12
5242_119680,94,5242_1581,Broombridge,22.SuBH.93-GRN-y11-1,1,5242_7778148_Txc105084,5242_13
5242_119680,91,5242_1586,Broombridge,73.MF-BH.93-GRN-y11-,1,5242_7778148_Txc105574,5242_12
5242_119680,93,5242_1587,Parnell,35.Sat.93-GRN-y11-16,1,5242_7778148_Txc105373,5242_14
5242_119680,92,5242_1588,Parnell,35.gf.93-GRN-y11-16.,1,5242_7778148_Txc105375,5242_14
5242_119680,91,5242_1589,Parnell,76.MF-BH.93-GRN-y11-,1,5242_7778148_Txc105586,5242_14
5242_119680,91,5242_159,Sandyford,233.MF-BH.93-GRN-y11,0,5242_7778148_Txc105129,5242_8
5242_119680,94,5242_1593,Broombridge,23.SuBH.93-GRN-y11-1,1,5242_7778148_Txc105118,5242_13
5242_119680,93,5242_1598,Broombridge,34.Sat.93-GRN-y11-16,1,5242_7778148_Txc105359,5242_12
5242_119680,92,5242_1599,Broombridge,34.gf.93-GRN-y11-16.,1,5242_7778148_Txc105361,5242_12
5242_119680,93,5242_160,Sandyford,149.Sat.93-GRN-y11-1,0,5242_7778148_Txc104829,5242_4
5242_119680,91,5242_1603,Broombridge,75.MF-BH.93-GRN-y11-,1,5242_7778148_Txc105582,5242_12
5242_119680,91,5242_1604,Parnell,78.MF-BH.93-GRN-y11-,1,5242_7778148_Txc105594,5242_14
5242_119680,93,5242_1605,Parnell,37.Sat.93-GRN-y11-16,1,5242_7778148_Txc105401,5242_14
5242_119680,92,5242_1606,Parnell,37.gf.93-GRN-y11-16.,1,5242_7778148_Txc105403,5242_14
5242_119680,92,5242_161,Sandyford,149.gf.93-GRN-y11-16,0,5242_7778148_Txc104831,5242_4
5242_119680,94,5242_1610,Broombridge,24.SuBH.93-GRN-y11-1,1,5242_7778148_Txc105152,5242_13
5242_119680,91,5242_1615,Broombridge,77.MF-BH.93-GRN-y11-,1,5242_7778148_Txc105590,5242_12
5242_119680,93,5242_1616,Broombridge,36.Sat.93-GRN-y11-16,1,5242_7778148_Txc105387,5242_12
5242_119680,92,5242_1617,Broombridge,36.gf.93-GRN-y11-16.,1,5242_7778148_Txc105389,5242_12
5242_119680,91,5242_1618,Parnell,80.MF-BH.93-GRN-y11-,1,5242_7778148_Txc105606,5242_14
5242_119680,93,5242_1622,Parnell,39.Sat.93-GRN-y11-16,1,5242_7778148_Txc105423,5242_14
5242_119680,92,5242_1623,Parnell,39.gf.93-GRN-y11-16.,1,5242_7778148_Txc105425,5242_14
5242_119680,94,5242_1627,Broombridge,25.SuBH.93-GRN-y11-1,1,5242_7778148_Txc105186,5242_13
5242_119680,91,5242_1632,Broombridge,79.MF-BH.93-GRN-y11-,1,5242_7778148_Txc105598,5242_12
5242_119680,91,5242_1633,Parnell,82.MF-BH.93-GRN-y11-,1,5242_7778148_Txc105614,5242_14
5242_119680,93,5242_1634,Broombridge,38.Sat.93-GRN-y11-16,1,5242_7778148_Txc105415,5242_12
5242_119680,92,5242_1635,Broombridge,38.gf.93-GRN-y11-16.,1,5242_7778148_Txc105417,5242_12
5242_119680,93,5242_1639,Parnell,41.Sat.93-GRN-y11-16,1,5242_7778148_Txc105435,5242_14
5242_119680,92,5242_1640,Parnell,41.gf.93-GRN-y11-16.,1,5242_7778148_Txc105437,5242_14
5242_119680,94,5242_1644,Broombridge,26.SuBH.93-GRN-y11-1,1,5242_7778148_Txc105220,5242_13
5242_119680,91,5242_1649,Broombridge,81.MF-BH.93-GRN-y11-,1,5242_7778148_Txc105610,5242_12
5242_119680,91,5242_165,Brides Glen,234.MF-BH.93-GRN-y11,0,5242_7778148_Txc105132,5242_5
5242_119680,91,5242_1650,Parnell,84.MF-BH.93-GRN-y11-,1,5242_7778148_Txc105622,5242_14
5242_119680,93,5242_1651,Broombridge,40.Sat.93-GRN-y11-16,1,5242_7778148_Txc105431,5242_12
5242_119680,92,5242_1652,Broombridge,40.gf.93-GRN-y11-16.,1,5242_7778148_Txc105433,5242_12
5242_119680,94,5242_1656,Broombridge,27.SuBH.93-GRN-y11-1,1,5242_7778148_Txc105254,5242_13
5242_119680,91,5242_166,Sandyford,238.MF-BH.93-GRN-y11,0,5242_7778148_Txc105144,5242_4
5242_119680,93,5242_1661,Parnell,43.Sat.93-GRN-y11-16,1,5242_7778148_Txc105443,5242_14
5242_119680,92,5242_1662,Parnell,43.gf.93-GRN-y11-16.,1,5242_7778148_Txc105445,5242_14
5242_119680,91,5242_1666,Broombridge,83.MF-BH.93-GRN-y11-,1,5242_7778148_Txc105618,5242_12
5242_119680,91,5242_1667,Parnell,86.MF-BH.93-GRN-y11-,1,5242_7778148_Txc105630,5242_14
5242_119680,94,5242_1668,Broombridge,28.SuBH.93-GRN-y11-1,1,5242_7778148_Txc105272,5242_13
5242_119680,94,5242_167,Brides Glen,89.SuBH.93-GRN-y11-1,0,5242_7778148_Txc105644,5242_1
5242_119680,93,5242_1673,Broombridge,42.Sat.93-GRN-y11-16,1,5242_7778148_Txc105439,5242_12
5242_119680,92,5242_1674,Broombridge,42.gf.93-GRN-y11-16.,1,5242_7778148_Txc105441,5242_12
5242_119680,93,5242_1678,Parnell,45.Sat.93-GRN-y11-16,1,5242_7778148_Txc105451,5242_14
5242_119680,92,5242_1679,Parnell,45.gf.93-GRN-y11-16.,1,5242_7778148_Txc105453,5242_14
5242_119680,91,5242_1683,Broombridge,85.MF-BH.93-GRN-y11-,1,5242_7778148_Txc105626,5242_12
5242_119680,91,5242_1684,Parnell,88.MF-BH.93-GRN-y11-,1,5242_7778148_Txc105638,5242_14
5242_119680,94,5242_1685,Broombridge,29.SuBH.93-GRN-y11-1,1,5242_7778148_Txc105286,5242_13
5242_119680,93,5242_1690,Broombridge,44.Sat.93-GRN-y11-16,1,5242_7778148_Txc105447,5242_12
5242_119680,92,5242_1691,Broombridge,44.gf.93-GRN-y11-16.,1,5242_7778148_Txc105449,5242_12
5242_119680,93,5242_1695,Parnell,47.Sat.93-GRN-y11-16,1,5242_7778148_Txc105459,5242_14
5242_119680,92,5242_1696,Parnell,47.gf.93-GRN-y11-16.,1,5242_7778148_Txc105461,5242_14
5242_119680,93,5242_17,Brides Glen,138.Sat.93-GRN-y11-1,0,5242_7778148_Txc104781,5242_1
5242_119680,91,5242_1700,Broombridge,87.MF-BH.93-GRN-y11-,1,5242_7778148_Txc105634,5242_12
5242_119680,91,5242_1701,Parnell,90.MF-BH.93-GRN-y11-,1,5242_7778148_Txc105650,5242_14
5242_119680,94,5242_1702,Broombridge,30.SuBH.93-GRN-y11-1,1,5242_7778148_Txc105304,5242_13
5242_119680,93,5242_1707,Broombridge,46.Sat.93-GRN-y11-16,1,5242_7778148_Txc105455,5242_12
5242_119680,92,5242_1708,Broombridge,46.gf.93-GRN-y11-16.,1,5242_7778148_Txc105457,5242_12
5242_119680,93,5242_1712,Parnell,49.Sat.93-GRN-y11-16,1,5242_7778148_Txc105467,5242_14
5242_119680,92,5242_1713,Parnell,49.gf.93-GRN-y11-16.,1,5242_7778148_Txc105469,5242_14
5242_118188,94,5242_3591,Heuston,292.SuBH.93-RED-y11-,0,5242_7778148_Txc109970,5242_27
5242_118188,94,5242_3592,Tallaght,294.SuBH.93-RED-y11-,0,5242_7778148_Txc109978,5242_19
5242_119680,93,5242_36,Brides Glen,139.Sat.93-GRN-y11-1,0,5242_7778148_Txc104785,5242_1
5242_118188,91,5242_3601,Saggart,375.MF-BH.93-RED-y11,0,5242_7778148_Txc110320,5242_24
5242_118188,93,5242_3602,Saggart,279.Sat.93-RED-y11-1,0,5242_7778148_Txc109909,5242_25
5242_118188,92,5242_3603,Saggart,279.gf.93-RED-y11-16,0,5242_7778148_Txc109911,5242_25
5242_118188,91,5242_3604,Saggart,377.MF-BH.93-RED-y11,0,5242_7778148_Txc110324,5242_25
5242_118188,94,5242_3608,Saggart,285.SuBH.93-RED-y11-,0,5242_7778148_Txc109938,5242_22
5242_118188,94,5242_3613,Tallaght,296.SuBH.93-RED-y11-,0,5242_7778148_Txc109986,5242_19
5242_118188,91,5242_3618,Saggart,379.MF-BH.93-RED-y11,0,5242_7778148_Txc110328,5242_25
5242_118188,91,5242_3619,Tallaght,378.MF-BH.93-RED-y11,0,5242_7778148_Txc110326,5242_26
5242_119680,94,5242_362,Brides Glen,102.SuBH.93-GRN-y11-,0,5242_7778148_Txc104626,5242_1
5242_118188,93,5242_3620,Tallaght,280.Sat.93-RED-y11-1,0,5242_7778148_Txc109917,5242_26
5242_118188,92,5242_3621,Tallaght,280.gf.93-RED-y11-16,0,5242_7778148_Txc109919,5242_26
5242_118188,93,5242_3622,Saggart,281.Sat.93-RED-y11-1,0,5242_7778148_Txc109921,5242_25
5242_118188,92,5242_3623,Saggart,281.gf.93-RED-y11-16,0,5242_7778148_Txc109923,5242_25
5242_118188,94,5242_3624,Saggart,288.SuBH.93-RED-y11-,0,5242_7778148_Txc109950,5242_22
5242_118188,91,5242_3635,Tallaght,380.MF-BH.93-RED-y11,0,5242_7778148_Txc110334,5242_19
5242_118188,94,5242_3636,Heuston,297.SuBH.93-RED-y11-,0,5242_7778148_Txc109990,5242_27
5242_118188,94,5242_3637,Tallaght,299.SuBH.93-RED-y11-,0,5242_7778148_Txc109998,5242_19
5242_118188,93,5242_3646,Tallaght,283.Sat.93-RED-y11-1,0,5242_7778148_Txc109929,5242_19
5242_118188,92,5242_3647,Tallaght,283.gf.93-RED-y11-16,0,5242_7778148_Txc109931,5242_19
5242_118188,91,5242_3651,Tallaght,382.MF-BH.93-RED-y11,0,5242_7778148_Txc110336,5242_19
5242_118188,94,5242_3652,Saggart,290.SuBH.93-RED-y11-,0,5242_7778148_Txc109962,5242_22
5242_118188,91,5242_3657,Saggart,381.MF-BH.93-RED-y11,0,5242_7778148_Txc110335,5242_24
5242_118188,94,5242_3658,Tallaght,301.SuBH.93-RED-y11-,0,5242_7778148_Txc110014,5242_19
5242_118188,91,5242_3659,Saggart,383.MF-BH.93-RED-y11,0,5242_7778148_Txc110337,5242_25
5242_118188,93,5242_3664,Saggart,284.Sat.93-RED-y11-1,0,5242_7778148_Txc109933,5242_24
5242_118188,92,5242_3665,Saggart,284.gf.93-RED-y11-16,0,5242_7778148_Txc109935,5242_24
5242_118188,93,5242_3666,Tallaght,285.Sat.93-RED-y11-1,0,5242_7778148_Txc109937,5242_19
5242_118188,92,5242_3667,Tallaght,285.gf.93-RED-y11-16,0,5242_7778148_Txc109939,5242_23
5242_119680,93,5242_367,Brides Glen,170.Sat.93-GRN-y11-1,0,5242_7778148_Txc104913,5242_5
5242_118188,94,5242_3674,Saggart,293.SuBH.93-RED-y11-,0,5242_7778148_Txc109974,5242_22
5242_118188,91,5242_3679,Saggart,385.MF-BH.93-RED-y11,0,5242_7778148_Txc110339,5242_25
5242_119680,92,5242_368,Brides Glen,170.gf.93-GRN-y11-16,0,5242_7778148_Txc104914,5242_5
5242_118188,93,5242_3680,Saggart,286.Sat.93-RED-y11-1,0,5242_7778148_Txc109941,5242_25
5242_118188,92,5242_3681,Saggart,286.gf.93-RED-y11-16,0,5242_7778148_Txc109943,5242_25
5242_118188,94,5242_3685,Heuston,302.SuBH.93-RED-y11-,0,5242_7778148_Txc110018,5242_27
5242_118188,94,5242_3686,Tallaght,304.SuBH.93-RED-y11-,0,5242_7778148_Txc110026,5242_19
5242_118188,91,5242_3687,Tallaght,384.MF-BH.93-RED-y11,0,5242_7778148_Txc110338,5242_26
5242_119680,91,5242_369,Sandyford,268.MF-BH.93-GRN-y11,0,5242_7778148_Txc105246,5242_4
5242_118188,91,5242_3696,Tallaght,386.MF-BH.93-RED-y11,0,5242_7778148_Txc110340,5242_19
5242_118188,94,5242_3697,Saggart,295.SuBH.93-RED-y11-,0,5242_7778148_Txc109982,5242_22
5242_119680,92,5242_37,Brides Glen,139.gf.93-GRN-y11-16,0,5242_7778148_Txc104787,5242_1
5242_118188,94,5242_3702,Tallaght,306.SuBH.93-RED-y11-,0,5242_7778148_Txc110034,5242_19
5242_118188,91,5242_3707,Tallaght,388.MF-BH.93-RED-y11,0,5242_7778148_Txc110342,5242_19
5242_118188,93,5242_3708,Tallaght,287.Sat.93-RED-y11-1,0,5242_7778148_Txc109945,5242_26
5242_118188,92,5242_3709,Tallaght,287.gf.93-RED-y11-16,0,5242_7778148_Txc109947,5242_26
5242_118188,93,5242_3710,Saggart,288.Sat.93-RED-y11-1,0,5242_7778148_Txc109949,5242_25
5242_118188,92,5242_3711,Saggart,288.gf.93-RED-y11-16,0,5242_7778148_Txc109951,5242_25
5242_118188,91,5242_3718,Saggart,387.MF-BH.93-RED-y11,0,5242_7778148_Txc110341,5242_24
5242_118188,94,5242_3719,Saggart,298.SuBH.93-RED-y11-,0,5242_7778148_Txc109994,5242_22
5242_118188,91,5242_3720,Saggart,389.MF-BH.93-RED-y11,0,5242_7778148_Txc110343,5242_25
5242_118188,93,5242_3725,Tallaght,289.Sat.93-RED-y11-1,0,5242_7778148_Txc109953,5242_19
5242_118188,92,5242_3726,Tallaght,289.gf.93-RED-y11-16,0,5242_7778148_Txc109955,5242_19
5242_119680,91,5242_373,Brides Glen,267.MF-BH.93-GRN-y11,0,5242_7778148_Txc105243,5242_5
5242_118188,94,5242_3730,Heuston,307.SuBH.93-RED-y11-,0,5242_7778148_Txc110038,5242_27
5242_118188,94,5242_3731,Tallaght,309.SuBH.93-RED-y11-,0,5242_7778148_Txc110046,5242_19
5242_119680,94,5242_374,Brides Glen,103.SuBH.93-GRN-y11-,0,5242_7778148_Txc104630,5242_1
5242_118188,93,5242_3740,Saggart,282.Sat.93-RED-y11-1,0,5242_7778148_Txc109925,5242_21
5242_118188,92,5242_3741,Saggart,282.gf.93-RED-y11-16,0,5242_7778148_Txc109927,5242_21
5242_119680,91,5242_1717,Broombridge,89.MF-BH.93-GRN-y11-,1,5242_7778148_Txc105642,5242_12
5242_119680,91,5242_1718,Parnell,92.MF-BH.93-GRN-y11-,1,5242_7778148_Txc105658,5242_14
5242_119680,94,5242_1719,Broombridge,31.SuBH.93-GRN-y11-1,1,5242_7778148_Txc105318,5242_13
5242_119680,91,5242_172,Sandyford,236.MF-BH.93-GRN-y11,0,5242_7778148_Txc105138,5242_8
5242_119680,93,5242_1724,Broombridge,48.Sat.93-GRN-y11-16,1,5242_7778148_Txc105463,5242_12
5242_119680,92,5242_1725,Broombridge,48.gf.93-GRN-y11-16.,1,5242_7778148_Txc105465,5242_12
5242_119680,93,5242_1729,Parnell,51.Sat.93-GRN-y11-16,1,5242_7778148_Txc105479,5242_14
5242_119680,93,5242_173,Brides Glen,150.Sat.93-GRN-y11-1,0,5242_7778148_Txc104837,5242_1
5242_119680,92,5242_1730,Parnell,51.gf.93-GRN-y11-16.,1,5242_7778148_Txc105481,5242_14
5242_119680,91,5242_1734,Broombridge,91.MF-BH.93-GRN-y11-,1,5242_7778148_Txc105654,5242_12
5242_119680,91,5242_1735,Parnell,94.MF-BH.93-GRN-y11-,1,5242_7778148_Txc105666,5242_14
5242_119680,94,5242_1736,Broombridge,32.SuBH.93-GRN-y11-1,1,5242_7778148_Txc105332,5242_13
5242_119680,92,5242_174,Brides Glen,150.gf.93-GRN-y11-16,0,5242_7778148_Txc104839,5242_1
5242_119680,93,5242_1741,Broombridge,50.Sat.93-GRN-y11-16,1,5242_7778148_Txc105475,5242_12
5242_119680,92,5242_1742,Broombridge,50.gf.93-GRN-y11-16.,1,5242_7778148_Txc105477,5242_12
5242_119680,93,5242_1746,Parnell,53.Sat.93-GRN-y11-16,1,5242_7778148_Txc105487,5242_14
5242_119680,92,5242_1747,Parnell,53.gf.93-GRN-y11-16.,1,5242_7778148_Txc105489,5242_14
5242_119680,91,5242_1751,Broombridge,93.MF-BH.93-GRN-y11-,1,5242_7778148_Txc105662,5242_12
5242_119680,94,5242_1752,Broombridge,33.SuBH.93-GRN-y11-1,1,5242_7778148_Txc105346,5242_13
5242_119680,91,5242_1753,Parnell,96.MF-BH.93-GRN-y11-,1,5242_7778148_Txc105674,5242_14
5242_119680,93,5242_1758,Broombridge,52.Sat.93-GRN-y11-16,1,5242_7778148_Txc105483,5242_12
5242_119680,92,5242_1759,Broombridge,52.gf.93-GRN-y11-16.,1,5242_7778148_Txc105485,5242_12
5242_119680,93,5242_1763,Parnell,55.Sat.93-GRN-y11-16,1,5242_7778148_Txc105495,5242_14
5242_119680,92,5242_1764,Parnell,55.gf.93-GRN-y11-16.,1,5242_7778148_Txc105497,5242_14
5242_119680,94,5242_1768,Broombridge,34.SuBH.93-GRN-y11-1,1,5242_7778148_Txc105360,5242_13
5242_119680,91,5242_1769,Broombridge,95.MF-BH.93-GRN-y11-,1,5242_7778148_Txc105670,5242_12
5242_119680,91,5242_1774,Parnell,98.MF-BH.93-GRN-y11-,1,5242_7778148_Txc105682,5242_14
5242_119680,93,5242_1775,Broombridge,54.Sat.93-GRN-y11-16,1,5242_7778148_Txc105491,5242_12
5242_119680,92,5242_1776,Broombridge,54.gf.93-GRN-y11-16.,1,5242_7778148_Txc105493,5242_12
5242_119680,91,5242_178,Sandyford,240.MF-BH.93-GRN-y11,0,5242_7778148_Txc105154,5242_4
5242_119680,93,5242_1780,Parnell,57.Sat.93-GRN-y11-16,1,5242_7778148_Txc105503,5242_14
5242_119680,92,5242_1781,Parnell,57.gf.93-GRN-y11-16.,1,5242_7778148_Txc105505,5242_14
5242_119680,94,5242_1785,Broombridge,35.SuBH.93-GRN-y11-1,1,5242_7778148_Txc105374,5242_13
5242_119680,91,5242_179,Brides Glen,237.MF-BH.93-GRN-y11,0,5242_7778148_Txc105141,5242_5
5242_119680,91,5242_1790,Broombridge,97.MF-BH.93-GRN-y11-,1,5242_7778148_Txc105678,5242_12
5242_119680,91,5242_1791,Parnell,100.MF-BH.93-GRN-y11,1,5242_7778148_Txc104616,5242_14
5242_119680,93,5242_1792,Broombridge,56.Sat.93-GRN-y11-16,1,5242_7778148_Txc105499,5242_12
5242_119680,92,5242_1793,Broombridge,56.gf.93-GRN-y11-16.,1,5242_7778148_Txc105501,5242_12
5242_119680,94,5242_1797,Broombridge,36.SuBH.93-GRN-y11-1,1,5242_7778148_Txc105388,5242_13
5242_119680,93,5242_1798,Parnell,59.Sat.93-GRN-y11-16,1,5242_7778148_Txc105511,5242_14
5242_119680,92,5242_1799,Parnell,59.gf.93-GRN-y11-16.,1,5242_7778148_Txc105513,5242_14
5242_119680,92,5242_18,Brides Glen,138.gf.93-GRN-y11-16,0,5242_7778148_Txc104783,5242_1
5242_119680,93,5242_180,Sandyford,151.Sat.93-GRN-y11-1,0,5242_7778148_Txc104841,5242_4
5242_119680,91,5242_1807,Broombridge,99.MF-BH.93-GRN-y11-,1,5242_7778148_Txc105686,5242_12
5242_119680,91,5242_1808,Parnell,102.MF-BH.93-GRN-y11,1,5242_7778148_Txc104624,5242_14
5242_119680,94,5242_1809,Broombridge,37.SuBH.93-GRN-y11-1,1,5242_7778148_Txc105402,5242_13
5242_119680,92,5242_181,Sandyford,151.gf.93-GRN-y11-16,0,5242_7778148_Txc104843,5242_4
5242_119680,93,5242_1810,Broombridge,58.Sat.93-GRN-y11-16,1,5242_7778148_Txc105507,5242_12
5242_119680,92,5242_1811,Broombridge,58.gf.93-GRN-y11-16.,1,5242_7778148_Txc105509,5242_12
5242_119680,93,5242_1819,Parnell,61.Sat.93-GRN-y11-16,1,5242_7778148_Txc105523,5242_14
5242_119680,92,5242_1820,Parnell,61.gf.93-GRN-y11-16.,1,5242_7778148_Txc105525,5242_14
5242_119680,91,5242_1824,Broombridge,101.MF-BH.93-GRN-y11,1,5242_7778148_Txc104620,5242_12
5242_119680,91,5242_1825,Parnell,104.MF-BH.93-GRN-y11,1,5242_7778148_Txc104632,5242_14
5242_119680,94,5242_1826,Broombridge,38.SuBH.93-GRN-y11-1,1,5242_7778148_Txc105416,5242_13
5242_119680,93,5242_1831,Broombridge,60.Sat.93-GRN-y11-16,1,5242_7778148_Txc105519,5242_12
5242_119680,92,5242_1832,Broombridge,60.gf.93-GRN-y11-16.,1,5242_7778148_Txc105521,5242_12
5242_119680,93,5242_1836,Parnell,63.Sat.93-GRN-y11-16,1,5242_7778148_Txc105531,5242_14
5242_119680,92,5242_1837,Parnell,63.gf.93-GRN-y11-16.,1,5242_7778148_Txc105533,5242_14
5242_119680,91,5242_1841,Broombridge,103.MF-BH.93-GRN-y11,1,5242_7778148_Txc104628,5242_12
5242_119680,91,5242_1842,Parnell,106.MF-BH.93-GRN-y11,1,5242_7778148_Txc104640,5242_14
5242_118188,91,5242_3745,Saggart,391.MF-BH.93-RED-y11,0,5242_7778148_Txc110349,5242_25
5242_118188,94,5242_3746,Saggart,300.SuBH.93-RED-y11-,0,5242_7778148_Txc110010,5242_22
5242_118188,91,5242_3747,Tallaght,390.MF-BH.93-RED-y11,0,5242_7778148_Txc110348,5242_26
5242_119680,94,5242_375,Brides Glen,99.SuBH.93-GRN-y11-1,0,5242_7778148_Txc105688,5242_2
5242_118188,91,5242_3752,Tallaght,392.MF-BH.93-RED-y11,0,5242_7778148_Txc110350,5242_19
5242_118188,93,5242_3753,Saggart,290.Sat.93-RED-y11-1,0,5242_7778148_Txc109961,5242_24
5242_118188,92,5242_3754,Saggart,290.gf.93-RED-y11-16,0,5242_7778148_Txc109963,5242_24
5242_118188,93,5242_3758,Tallaght,292.Sat.93-RED-y11-1,0,5242_7778148_Txc109969,5242_19
5242_118188,92,5242_3759,Tallaght,292.gf.93-RED-y11-16,0,5242_7778148_Txc109971,5242_19
5242_118188,94,5242_3760,Tallaght,311.SuBH.93-RED-y11-,0,5242_7778148_Txc110058,5242_19
5242_118188,93,5242_3768,Saggart,293.Sat.93-RED-y11-1,0,5242_7778148_Txc109973,5242_25
5242_118188,92,5242_3769,Saggart,293.gf.93-RED-y11-16,0,5242_7778148_Txc109975,5242_25
5242_118188,94,5242_3770,Saggart,303.SuBH.93-RED-y11-,0,5242_7778148_Txc110022,5242_22
5242_118188,91,5242_3778,Tallaght,394.MF-BH.93-RED-y11,0,5242_7778148_Txc110352,5242_19
5242_118188,91,5242_3779,Saggart,393.MF-BH.93-RED-y11,0,5242_7778148_Txc110351,5242_24
5242_118188,94,5242_3780,Heuston,312.SuBH.93-RED-y11-,0,5242_7778148_Txc110062,5242_27
5242_118188,94,5242_3781,Tallaght,314.SuBH.93-RED-y11-,0,5242_7778148_Txc110070,5242_19
5242_118188,91,5242_3790,Saggart,395.MF-BH.93-RED-y11,0,5242_7778148_Txc110353,5242_25
5242_118188,94,5242_3791,Saggart,305.SuBH.93-RED-y11-,0,5242_7778148_Txc110030,5242_22
5242_118188,93,5242_3796,Tallaght,295.Sat.93-RED-y11-1,0,5242_7778148_Txc109981,5242_26
5242_118188,92,5242_3797,Tallaght,295.gf.93-RED-y11-16,0,5242_7778148_Txc109983,5242_26
5242_118188,93,5242_3798,Saggart,296.Sat.93-RED-y11-1,0,5242_7778148_Txc109985,5242_25
5242_118188,92,5242_3799,Saggart,296.gf.93-RED-y11-16,0,5242_7778148_Txc109987,5242_25
5242_118188,94,5242_3806,Tallaght,316.SuBH.93-RED-y11-,0,5242_7778148_Txc110078,5242_19
5242_118188,91,5242_3807,Saggart,397.MF-BH.93-RED-y11,0,5242_7778148_Txc110355,5242_25
5242_118188,91,5242_3812,Tallaght,396.MF-BH.93-RED-y11,0,5242_7778148_Txc110354,5242_26
5242_118188,93,5242_3813,Tallaght,297.Sat.93-RED-y11-1,0,5242_7778148_Txc109989,5242_19
5242_118188,92,5242_3814,Tallaght,297.gf.93-RED-y11-16,0,5242_7778148_Txc109991,5242_19
5242_118188,91,5242_3815,Tallaght,398.MF-BH.93-RED-y11,0,5242_7778148_Txc110356,5242_19
5242_118188,94,5242_3819,Saggart,308.SuBH.93-RED-y11-,0,5242_7778148_Txc110042,5242_22
5242_118188,94,5242_3824,Heuston,317.SuBH.93-RED-y11-,0,5242_7778148_Txc110082,5242_27
5242_118188,94,5242_3825,Tallaght,319.SuBH.93-RED-y11-,0,5242_7778148_Txc110090,5242_19
5242_118188,91,5242_3834,Tallaght,400.MF-BH.93-RED-y11,0,5242_7778148_Txc110366,5242_19
5242_118188,91,5242_3835,Saggart,399.MF-BH.93-RED-y11,0,5242_7778148_Txc110357,5242_24
